seed,target,method,roc_auc,pr_auc,balanced_accuracy,brier,source_roc_auc,source_brier,delta_roc_auc,brier_improvement,negative_adaptation
5,va_long_beach,source_only,0.7273983418870904,0.8809225845494941,0.6583761021186998,0.1751755177974701,0.7273983418870904,0.1751755177974701,0.0,0.0,False
5,va_long_beach,pseudo_label_sfda,0.7281879194630873,0.8813798351371405,0.6485721805500724,0.1750618667065561,0.7273983418870904,0.1751755177974701,0.0007895775759968471,0.00011365109091399095,False
5,va_long_beach,entropy_sfda,0.7321358073430715,0.8820859832271054,0.6485721805500724,0.1748402345038714,0.7273983418870904,0.1751755177974701,0.0047374654559810825,0.0003352832935986927,False
5,va_long_beach,reliability_gated_sfda,0.7295038820897487,0.8819288521081183,0.6583761021186998,0.1756794502798792,0.7273983418870904,0.1751755177974701,0.002105540202658296,-0.0005039324824090974,False
6,hungary,source_only,0.8808209554395825,0.84624837488345,0.8076073865917303,0.1333549916744232,0.8808209554395825,0.1333549916744232,0.0,0.0,False
6,hungary,pseudo_label_sfda,0.879616619831393,0.84377784414651,0.8008329987956644,0.1316805377879523,0.8808209554395825,0.1333549916744232,-0.001204335608189444,0.001674453886470889,True
6,hungary,entropy_sfda,0.8797671617824168,0.8435227931524782,0.7987755921316739,0.1307036254534151,0.8808209554395825,0.1333549916744232,-0.0010537936571657358,0.002651366221008089,True
6,hungary,reliability_gated_sfda,0.8810718586912888,0.8463861468476548,0.8076073865917303,0.1331995930663898,0.8808209554395825,0.1333549916744232,0.00025090325170629146,0.00015539860803340244,False
6,switzerland,source_only,0.741304347826087,0.9766406396246192,0.6907608695652174,0.1631792485713958,0.741304347826087,0.1631792485713958,0.0,0.0,False
6,switzerland,pseudo_label_sfda,0.7402173913043478,0.9764735467004932,0.6951086956521739,0.1630798198338359,0.741304347826087,0.1631792485713958,-0.0010869565217391797,9.942873755988679e-05,True
6,switzerland,entropy_sfda,0.7391304347826086,0.976185267965012,0.7038043478260869,0.1575799121792913,0.741304347826087,0.1631792485713958,-0.0021739130434783593,0.005599336392104498,True
6,switzerland,reliability_gated_sfda,0.7434782608695653,0.9769460285323892,0.6907608695652174,0.1662149667030978,0.741304347826087,0.1631792485713958,0.0021739130434782483,-0.0030357181317020032,False
6,va_long_beach,source_only,0.7329253849190683,0.8844330635676488,0.6550203974207133,0.1790741384029388,0.7329253849190683,0.1790741384029388,0.0,0.0,False
6,va_long_beach,pseudo_label_sfda,0.7327937886564023,0.8843904112542176,0.6550203974207133,0.1787513729371975,0.7329253849190683,0.1790741384029388,-0.00013159626266601165,0.0003227654657412815,True
6,va_long_beach,entropy_sfda,0.7343729438083958,0.8844036459641496,0.6550203974207133,0.1793538789018147,0.7329253849190683,0.1790741384029388,0.0014475588893274605,-0.00027974049887591335,False
